day,coefficient_name,coefficient_value,rep_var,target,replicate,temperature,nutrients,composition,theta,sample_ID
48.88,∂D/∂C,0.7945271878798359,CD_Tmp_18_21_Nut0.35,D,2,18-21,0.35,CD,7,CD_Tmp_18_21_Nut0.35_2
51.16,∂D/∂C,1.1570526996928474,CD_Tmp_18_21_Nut0.35,D,2,18-21,0.35,CD,7,CD_Tmp_18_21_Nut0.35_2
53.44,∂D/∂C,1.3006363686851543,CD_Tmp_18_21_Nut0.35,D,2,18-21,0.35,CD,7,CD_Tmp_18_21_Nut0.35_2
55.72,∂D/∂C,1.1084930180891492,CD_Tmp_18_21_Nut0.35,D,2,18-21,0.35,CD,7,CD_Tmp_18_21_Nut0.35_2
58,∂D/∂C,0.8048843918726435,CD_Tmp_18_21_Nut0.35,D,2,18-21,0.35,CD,7,CD_Tmp_18_21_Nut0.35_2
0,∂D/∂C,0.16133846951526631,CD_Tmp_18_21_Nut0.35,D,2,18-21,0.35,CD,7,CD_Tmp_18_21_Nut0.35_2
1,∂D/∂C,NA,CD_Tmp_18_21_Nut0.35,D,3,18-21,0.35,CD,7,CD_Tmp_18_21_Nut0.35_3
3.28,∂D/∂C,0.021780312749145634,CD_Tmp_18_21_Nut0.35,D,3,18-21,0.35,CD,7,CD_Tmp_18_21_Nut0.35_3
5.56,∂D/∂C,-0.5390688033659577,CD_Tmp_18_21_Nut0.35,D,3,18-21,0.35,CD,7,CD_Tmp_18_21_Nut0.35_3
7.84,∂D/∂C,-3.357539375638915,CD_Tmp_18_21_Nut0.35,D,3,18-21,0.35,CD,7,CD_Tmp_18_21_Nut0.35_3
10.12,∂D/∂C,-0.17170163495182408,CD_Tmp_18_21_Nut0.35,D,3,18-21,0.35,CD,7,CD_Tmp_18_21_Nut0.35_3
12.4,∂D/∂C,6.192553308150889,CD_Tmp_18_21_Nut0.35,D,3,18-21,0.35,CD,7,CD_Tmp_18_21_Nut0.35_3
14.68,∂D/∂C,5.353316846736512,CD_Tmp_18_21_Nut0.35,D,3,18-21,0.35,CD,7,CD_Tmp_18_21_Nut0.35_3
16.96,∂D/∂C,-1.0450397252736956,CD_Tmp_18_21_Nut0.35,D,3,18-21,0.35,CD,7,CD_Tmp_18_21_Nut0.35_3
19.24,∂D/∂C,-0.20059083367901942,CD_Tmp_18_21_Nut0.35,D,3,18-21,0.35,CD,7,CD_Tmp_18_21_Nut0.35_3
21.52,∂D/∂C,-2.384533499248287,CD_Tmp_18_21_Nut0.35,D,3,18-21,0.35,CD,7,CD_Tmp_18_21_Nut0.35_3
23.8,∂D/∂C,-0.09728250167195714,CD_Tmp_18_21_Nut0.35,D,3,18-21,0.35,CD,7,CD_Tmp_18_21_Nut0.35_3
26.08,∂D/∂C,-0.8339366286365804,CD_Tmp_18_21_Nut0.35,D,3,18-21,0.35,CD,7,CD_Tmp_18_21_Nut0.35_3
28.36,∂D/∂C,0.9457735746185603,CD_Tmp_18_21_Nut0.35,D,3,18-21,0.35,CD,7,CD_Tmp_18_21_Nut0.35_3
30.64,∂D/∂C,0.21051217282293597,CD_Tmp_18_21_Nut0.35,D,3,18-21,0.35,CD,7,CD_Tmp_18_21_Nut0.35_3
32.92,∂D/∂C,2.4545856301827595,CD_Tmp_18_21_Nut0.35,D,3,18-21,0.35,CD,7,CD_Tmp_18_21_Nut0.35_3
35.2,∂D/∂C,0.6460172117489923,CD_Tmp_18_21_Nut0.35,D,3,18-21,0.35,CD,7,CD_Tmp_18_21_Nut0.35_3
37.48,∂D/∂C,0.9559881945979664,CD_Tmp_18_21_Nut0.35,D,3,18-21,0.35,CD,7,CD_Tmp_18_21_Nut0.35_3
39.76,∂D/∂C,2.362840620807737,CD_Tmp_18_21_Nut0.35,D,3,18-21,0.35,CD,7,CD_Tmp_18_21_Nut0.35_3
42.04,∂D/∂C,1.727622428310659,CD_Tmp_18_21_Nut0.35,D,3,18-21,0.35,CD,7,CD_Tmp_18_21_Nut0.35_3
44.32,∂D/∂C,0.3443505438718561,CD_Tmp_18_21_Nut0.35,D,3,18-21,0.35,CD,7,CD_Tmp_18_21_Nut0.35_3
46.6,∂D/∂C,1.5421821239918367,CD_Tmp_18_21_Nut0.35,D,3,18-21,0.35,CD,7,CD_Tmp_18_21_Nut0.35_3
48.88,∂D/∂C,0.8219841826596906,CD_Tmp_18_21_Nut0.35,D,3,18-21,0.35,CD,7,CD_Tmp_18_21_Nut0.35_3
51.16,∂D/∂C,1.2449819244016842,CD_Tmp_18_21_Nut0.35,D,3,18-21,0.35,CD,7,CD_Tmp_18_21_Nut0.35_3
53.44,∂D/∂C,1.2522953572379274,CD_Tmp_18_21_Nut0.35,D,3,18-21,0.35,CD,7,CD_Tmp_18_21_Nut0.35_3
55.72,∂D/∂C,0.9839983442535074,CD_Tmp_18_21_Nut0.35,D,3,18-21,0.35,CD,7,CD_Tmp_18_21_Nut0.35_3
58,∂D/∂C,0.6509839734796111,CD_Tmp_18_21_Nut0.35,D,3,18-21,0.35,CD,7,CD_Tmp_18_21_Nut0.35_3
60.28,∂D/∂C,-0.12254142604683481,CD_Tmp_18_21_Nut0.35,D,3,18-21,0.35,CD,7,CD_Tmp_18_21_Nut0.35_3
1,∂C/∂D,NA,CD_Tmp_22_25_Nut0.35,C,1,22-25,0.35,CD,7,CD_Tmp_22_25_Nut0.35_1
3.28,∂C/∂D,0.36189674243213005,CD_Tmp_22_25_Nut0.35,C,1,22-25,0.35,CD,7,CD_Tmp_22_25_Nut0.35_1
5.56,∂C/∂D,-0.031525223002604144,CD_Tmp_22_25_Nut0.35,C,1,22-25,0.35,CD,7,CD_Tmp_22_25_Nut0.35_1
7.84,∂C/∂D,2.5041769377488934,CD_Tmp_22_25_Nut0.35,C,1,22-25,0.35,CD,7,CD_Tmp_22_25_Nut0.35_1
10.12,∂C/∂D,-0.0813572757858087,CD_Tmp_22_25_Nut0.35,C,1,22-25,0.35,CD,7,CD_Tmp_22_25_Nut0.35_1
12.4,∂C/∂D,0.014481926771373223,CD_Tmp_22_25_Nut0.35,C,1,22-25,0.35,CD,7,CD_Tmp_22_25_Nut0.35_1
14.68,∂C/∂D,-0.060534202996053325,CD_Tmp_22_25_Nut0.35,C,1,22-25,0.35,CD,7,CD_Tmp_22_25_Nut0.35_1
16.96,∂C/∂D,0.007115155064035532,CD_Tmp_22_25_Nut0.35,C,1,22-25,0.35,CD,7,CD_Tmp_22_25_Nut0.35_1
19.24,∂C/∂D,0.03050125183042562,CD_Tmp_22_25_Nut0.35,C,1,22-25,0.35,CD,7,CD_Tmp_22_25_Nut0.35_1
21.52,∂C/∂D,0.24254450906820782,CD_Tmp_22_25_Nut0.35,C,1,22-25,0.35,CD,7,CD_Tmp_22_25_Nut0.35_1
23.8,∂C/∂D,-0.13145748250985392,CD_Tmp_22_25_Nut0.35,C,1,22-25,0.35,CD,7,CD_Tmp_22_25_Nut0.35_1
26.08,∂C/∂D,0.0018991359646401704,CD_Tmp_22_25_Nut0.35,C,1,22-25,0.35,CD,7,CD_Tmp_22_25_Nut0.35_1
28.36,∂C/∂D,0.05192655483479721,CD_Tmp_22_25_Nut0.35,C,1,22-25,0.35,CD,7,CD_Tmp_22_25_Nut0.35_1
30.64,∂C/∂D,0.020725539194683514,CD_Tmp_22_25_Nut0.35,C,1,22-25,0.35,CD,7,CD_Tmp_22_25_Nut0.35_1
32.92,∂C/∂D,0.1107194918469858,CD_Tmp_22_25_Nut0.35,C,1,22-25,0.35,CD,7,CD_Tmp_22_25_Nut0.35_1
35.2,∂C/∂D,0.507875972481604,CD_Tmp_22_25_Nut0.35,C,1,22-25,0.35,CD,7,CD_Tmp_22_25_Nut0.35_1
37.48,∂C/∂D,0.011492850525310384,CD_Tmp_22_25_Nut0.35,C,1,22-25,0.35,CD,7,CD_Tmp_22_25_Nut0.35_1
39.76,∂C/∂D,-3.8298527259068984,CD_Tmp_22_25_Nut0.35,C,1,22-25,0.35,CD,7,CD_Tmp_22_25_Nut0.35_1
42.04,∂C/∂D,-0.0773183400783038,CD_Tmp_22_25_Nut0.35,C,1,22-25,0.35,CD,7,CD_Tmp_22_25_Nut0.35_1
44.32,∂C/∂D,-1.0175650150774453,CD_Tmp_22_25_Nut0.35,C,1,22-25,0.35,CD,7,CD_Tmp_22_25_Nut0.35_1
46.6,∂C/∂D,-2.4393721663951022,CD_Tmp_22_25_Nut0.35,C,1,22-25,0.35,CD,7,CD_Tmp_22_25_Nut0.35_1
48.88,∂C/∂D,-2.7448213094177776,CD_Tmp_22_25_Nut0.35,C,1,22-25,0.35,CD,7,CD_Tmp_22_25_Nut0.35_1
51.16,∂C/∂D,-2.257392216104316,CD_Tmp_22_25_Nut0.35,C,1,22-25,0.35,CD,7,CD_Tmp_22_25_Nut0.35_1
53.44,∂C/∂D,-1.4851197538735732,CD_Tmp_22_25_Nut0.35,C,1,22-25,0.35,CD,7,CD_Tmp_22_25_Nut0.35_1
55.72,∂C/∂D,0.6730471499414061,CD_Tmp_22_25_Nut0.35,C,1,22-25,0.35,CD,7,CD_Tmp_22_25_Nut0.35_1
58,∂C/∂D,1.2671738003587096,CD_Tmp_22_25_Nut0.35,C,1,22-25,0.35,CD,7,CD_Tmp_22_25_Nut0.35_1
0,∂C/∂D,0.9110897965714764,CD_Tmp_22_25_Nut0.35,C,1,22-25,0.35,CD,7,CD_Tmp_22_25_Nut0.35_1
1,∂C/∂D,NA,CD_Tmp_22_25_Nut0.35,C,2,22-25,0.35,CD,7,CD_Tmp_22_25_Nut0.35_2
3.28,∂C/∂D,0.6323879185769133,CD_Tmp_22_25_Nut0.35,C,2,22-25,0.35,CD,7,CD_Tmp_22_25_Nut0.35_2
5.56,∂C/∂D,0.060153181708555215,CD_Tmp_22_25_Nut0.35,C,2,22-25,0.35,CD,7,CD_Tmp_22_25_Nut0.35_2
7.84,∂C/∂D,-1.2171493769239934,CD_Tmp_22_25_Nut0.35,C,2,22-25,0.35,CD,7,CD_Tmp_22_25_Nut0.35_2
10.12,∂C/∂D,0.09418671849980512,CD_Tmp_22_25_Nut0.35,C,2,22-25,0.35,CD,7,CD_Tmp_22_25_Nut0.35_2
12.4,∂C/∂D,0.01628540122144678,CD_Tmp_22_25_Nut0.35,C,2,22-25,0.35,CD,7,CD_Tmp_22_25_Nut0.35_2
14.68,∂C/∂D,-0.05751700975485202,CD_Tmp_22_25_Nut0.35,C,2,22-25,0.35,CD,7,CD_Tmp_22_25_Nut0.35_2
16.96,∂C/∂D,0.00457615719662557,CD_Tmp_22_25_Nut0.35,C,2,22-25,0.35,CD,7,CD_Tmp_22_25_Nut0.35_2
19.24,∂C/∂D,0.08213258787451402,CD_Tmp_22_25_Nut0.35,C,2,22-25,0.35,CD,7,CD_Tmp_22_25_Nut0.35_2
21.52,∂C/∂D,0.24511373512394372,CD_Tmp_22_25_Nut0.35,C,2,22-25,0.35,CD,7,CD_Tmp_22_25_Nut0.35_2
23.8,∂C/∂D,0.010508196714227683,CD_Tmp_22_25_Nut0.35,C,2,22-25,0.35,CD,7,CD_Tmp_22_25_Nut0.35_2
26.08,∂C/∂D,0.006884871152635477,CD_Tmp_22_25_Nut0.35,C,2,22-25,0.35,CD,7,CD_Tmp_22_25_Nut0.35_2
28.36,∂C/∂D,0.004895919690309953,CD_Tmp_22_25_Nut0.35,C,2,22-25,0.35,CD,7,CD_Tmp_22_25_Nut0.35_2
30.64,∂C/∂D,0.009687562600037397,CD_Tmp_22_25_Nut0.35,C,2,22-25,0.35,CD,7,CD_Tmp_22_25_Nut0.35_2
32.92,∂C/∂D,0.03275406306558376,CD_Tmp_22_25_Nut0.35,C,2,22-25,0.35,CD,7,CD_Tmp_22_25_Nut0.35_2
35.2,∂C/∂D,0.19449896665588728,CD_Tmp_22_25_Nut0.35,C,2,22-25,0.35,CD,7,CD_Tmp_22_25_Nut0.35_2
37.48,∂C/∂D,1.0288047124288755,CD_Tmp_22_25_Nut0.35,C,2,22-25,0.35,CD,7,CD_Tmp_22_25_Nut0.35_2
39.76,∂C/∂D,0.3887148764470879,CD_Tmp_22_25_Nut0.35,C,2,22-25,0.35,CD,7,CD_Tmp_22_25_Nut0.35_2
42.04,∂C/∂D,-0.050840750684642236,CD_Tmp_22_25_Nut0.35,C,2,22-25,0.35,CD,7,CD_Tmp_22_25_Nut0.35_2
44.32,∂C/∂D,-1.1955248784186525,CD_Tmp_22_25_Nut0.35,C,2,22-25,0.35,CD,7,CD_Tmp_22_25_Nut0.35_2
46.6,∂C/∂D,-3.015868669706515,CD_Tmp_22_25_Nut0.35,C,2,22-25,0.35,CD,7,CD_Tmp_22_25_Nut0.35_2
48.88,∂C/∂D,-2.92367968816482,CD_Tmp_22_25_Nut0.35,C,2,22-25,0.35,CD,7,CD_Tmp_22_25_Nut0.35_2
51.16,∂C/∂D,-1.9065810502756335,CD_Tmp_22_25_Nut0.35,C,2,22-25,0.35,CD,7,CD_Tmp_22_25_Nut0.35_2
53.44,∂C/∂D,0.5065390913465084,CD_Tmp_22_25_Nut0.35,C,2,22-25,0.35,CD,7,CD_Tmp_22_25_Nut0.35_2
55.72,∂C/∂D,1.322893849958918,CD_Tmp_22_25_Nut0.35,C,2,22-25,0.35,CD,7,CD_Tmp_22_25_Nut0.35_2
58,∂C/∂D,0.9895067422856291,CD_Tmp_22_25_Nut0.35,C,2,22-25,0.35,CD,7,CD_Tmp_22_25_Nut0.35_2
0,∂C/∂D,0.9714552684876321,CD_Tmp_22_25_Nut0.35,C,2,22-25,0.35,CD,7,CD_Tmp_22_25_Nut0.35_2
1,∂C/∂D,NA,CD_Tmp_22_25_Nut0.35,C,3,22-25,0.35,CD,7,CD_Tmp_22_25_Nut0.35_3
3.28,∂C/∂D,-0.5804590183173294,CD_Tmp_22_25_Nut0.35,C,3,22-25,0.35,CD,7,CD_Tmp_22_25_Nut0.35_3
5.56,∂C/∂D,1.5386183776256104,CD_Tmp_22_25_Nut0.35,C,3,22-25,0.35,CD,7,CD_Tmp_22_25_Nut0.35_3
7.84,∂C/∂D,0.177451323410018,CD_Tmp_22_25_Nut0.35,C,3,22-25,0.35,CD,7,CD_Tmp_22_25_Nut0.35_3
10.12,∂C/∂D,0.00825009130948375,CD_Tmp_22_25_Nut0.35,C,3,22-25,0.35,CD,7,CD_Tmp_22_25_Nut0.35_3
12.4,∂C/∂D,0.1864377515466276,CD_Tmp_22_25_Nut0.35,C,3,22-25,0.35,CD,7,CD_Tmp_22_25_Nut0.35_3
14.68,∂C/∂D,0.006539785973727618,CD_Tmp_22_25_Nut0.35,C,3,22-25,0.35,CD,7,CD_Tmp_22_25_Nut0.35_3
16.96,∂C/∂D,-0.0015306179345579885,CD_Tmp_22_25_Nut0.35,C,3,22-25,0.35,CD,7,CD_Tmp_22_25_Nut0.35_3
19.24,∂C/∂D,-0.07783176092283929,CD_Tmp_22_25_Nut0.35,C,3,22-25,0.35,CD,7,CD_Tmp_22_25_Nut0.35_3
21.52,∂C/∂D,0.2137383856980637,CD_Tmp_22_25_Nut0.35,C,3,22-25,0.35,CD,7,CD_Tmp_22_25_Nut0.35_3
23.8,∂C/∂D,-0.06488683996120462,CD_Tmp_22_25_Nut0.35,C,3,22-25,0.35,CD,7,CD_Tmp_22_25_Nut0.35_3
26.08,∂C/∂D,0.002165921328836922,CD_Tmp_22_25_Nut0.35,C,3,22-25,0.35,CD,7,CD_Tmp_22_25_Nut0.35_3
28.36,∂C/∂D,-0.00599218263781683,CD_Tmp_22_25_Nut0.35,C,3,22-25,0.35,CD,7,CD_Tmp_22_25_Nut0.35_3
30.64,∂C/∂D,0.005443213187863856,CD_Tmp_22_25_Nut0.35,C,3,22-25,0.35,CD,7,CD_Tmp_22_25_Nut0.35_3
32.92,∂C/∂D,0.01817742932581605,CD_Tmp_22_25_Nut0.35,C,3,22-25,0.35,CD,7,CD_Tmp_22_25_Nut0.35_3
35.2,∂C/∂D,0.13946757881328734,CD_Tmp_22_25_Nut0.35,C,3,22-25,0.35,CD,7,CD_Tmp_22_25_Nut0.35_3
37.48,∂C/∂D,0.8312628878853939,CD_Tmp_22_25_Nut0.35,C,3,22-25,0.35,CD,7,CD_Tmp_22_25_Nut0.35_3
39.76,∂C/∂D,0.36980618243724733,CD_Tmp_22_25_Nut0.35,C,3,22-25,0.35,CD,7,CD_Tmp_22_25_Nut0.35_3
42.04,∂C/∂D,-0.07426617780819826,CD_Tmp_22_25_Nut0.35,C,3,22-25,0.35,CD,7,CD_Tmp_22_25_Nut0.35_3
44.32,∂C/∂D,-1.1927916314366265,CD_Tmp_22_25_Nut0.35,C,3,22-25,0.35,CD,7,CD_Tmp_22_25_Nut0.35_3
46.6,∂C/∂D,-2.688055927673061,CD_Tmp_22_25_Nut0.35,C,3,22-25,0.35,CD,7,CD_Tmp_22_25_Nut0.35_3
48.88,∂C/∂D,-2.4409619797781508,CD_Tmp_22_25_Nut0.35,C,3,22-25,0.35,CD,7,CD_Tmp_22_25_Nut0.35_3
51.16,∂C/∂D,-2.0524277992424347,CD_Tmp_22_25_Nut0.35,C,3,22-25,0.35,CD,7,CD_Tmp_22_25_Nut0.35_3
53.44,∂C/∂D,0.39419619492310976,CD_Tmp_22_25_Nut0.35,C,3,22-25,0.35,CD,7,CD_Tmp_22_25_Nut0.35_3
55.72,∂C/∂D,0.7004231062915484,CD_Tmp_22_25_Nut0.35,C,3,22-25,0.35,CD,7,CD_Tmp_22_25_Nut0.35_3
58,∂C/∂D,0.7883177223598623,CD_Tmp_22_25_Nut0.35,C,3,22-25,0.35,CD,7,CD_Tmp_22_25_Nut0.35_3
60.28,∂C/∂D,1.022059459131024,CD_Tmp_22_25_Nut0.35,C,3,22-25,0.35,CD,7,CD_Tmp_22_25_Nut0.35_3
1,∂C/∂D,NA,CD_Tmp_25_28_Nut0.35,C,1,25-28,0.35,CD,7,CD_Tmp_25_28_Nut0.35_1
3.28,∂C/∂D,1.6808858916149216,CD_Tmp_25_28_Nut0.35,C,1,25-28,0.35,CD,7,CD_Tmp_25_28_Nut0.35_1
5.56,∂C/∂D,-0.3391287979411235,CD_Tmp_25_28_Nut0.35,C,1,25-28,0.35,CD,7,CD_Tmp_25_28_Nut0.35_1
7.84,∂C/∂D,-0.3510070077037062,CD_Tmp_25_28_Nut0.35,C,1,25-28,0.35,CD,7,CD_Tmp_25_28_Nut0.35_1
10.12,∂C/∂D,-0.2439464403732861,CD_Tmp_25_28_Nut0.35,C,1,25-28,0.35,CD,7,CD_Tmp_25_28_Nut0.35_1
12.4,∂C/∂D,0.002960102513240803,CD_Tmp_25_28_Nut0.35,C,1,25-28,0.35,CD,7,CD_Tmp_25_28_Nut0.35_1
14.68,∂C/∂D,9.510540507656207e-4,CD_Tmp_25_28_Nut0.35,C,1,25-28,0.35,CD,7,CD_Tmp_25_28_Nut0.35_1
16.96,∂C/∂D,-0.005303480630552318,CD_Tmp_25_28_Nut0.35,C,1,25-28,0.35,CD,7,CD_Tmp_25_28_Nut0.35_1
19.24,∂C/∂D,0.011304734926536164,CD_Tmp_25_28_Nut0.35,C,1,25-28,0.35,CD,7,CD_Tmp_25_28_Nut0.35_1
21.52,∂C/∂D,0.00501013169222797,CD_Tmp_25_28_Nut0.35,C,1,25-28,0.35,CD,7,CD_Tmp_25_28_Nut0.35_1
23.8,∂C/∂D,3.020451287113479e-4,CD_Tmp_25_28_Nut0.35,C,1,25-28,0.35,CD,7,CD_Tmp_25_28_Nut0.35_1
26.08,∂C/∂D,0.003764772098881028,CD_Tmp_25_28_Nut0.35,C,1,25-28,0.35,CD,7,CD_Tmp_25_28_Nut0.35_1
28.36,∂C/∂D,0.021603977049329537,CD_Tmp_25_28_Nut0.35,C,1,25-28,0.35,CD,7,CD_Tmp_25_28_Nut0.35_1
30.64,∂C/∂D,0.0034905474843769935,CD_Tmp_25_28_Nut0.35,C,1,25-28,0.35,CD,7,CD_Tmp_25_28_Nut0.35_1
32.92,∂C/∂D,0.026252061420133976,CD_Tmp_25_28_Nut0.35,C,1,25-28,0.35,CD,7,CD_Tmp_25_28_Nut0.35_1
35.2,∂C/∂D,0.004998326223957121,CD_Tmp_25_28_Nut0.35,C,1,25-28,0.35,CD,7,CD_Tmp_25_28_Nut0.35_1
